{'loss': 1.9838, 'grad_norm': 13.901289939880371, 'learning_rate': 9.404990403071018e-07, 'epoch': 0.0}
{'loss': 1.1027, 'grad_norm': 0.6758601665496826, 'learning_rate': 9.01578722799033e-06, 'epoch': 0.73}
{'loss': 1.1032, 'grad_norm': 0.7096377015113831, 'learning_rate': 8.909116768596217e-06, 'epoch': 0.73}
{'loss': 1.1032, 'grad_norm': 0.7209919095039368, 'learning_rate': 8.802446309202106e-06, 'epoch': 0.74}
{'loss': 1.1034, 'grad_norm': 0.7353879809379578, 'learning_rate': 8.695775849807992e-06, 'epoch': 0.74}
{'loss': 1.1037, 'grad_norm': 0.6623769998550415, 'learning_rate': 8.589105390413881e-06, 'epoch': 0.74}
{'loss': 1.1021, 'grad_norm': 0.7218706011772156, 'learning_rate': 8.482434931019769e-06, 'epoch': 0.75}
{'loss': 1.1015, 'grad_norm': 0.6634702682495117, 'learning_rate': 8.375764471625658e-06, 'epoch': 0.75}
{'loss': 1.1029, 'grad_norm': 0.6939147114753723, 'learning_rate': 8.269094012231548e-06, 'epoch': 0.75}
{'loss': 1.1026, 'grad_norm': 0.6826069355010986, 'learning_rate': 8.162423552837435e-06, 'epoch': 0.76}
{'loss': 1.1029, 'grad_norm': 0.637050449848175, 'learning_rate': 8.055753093443323e-06, 'epoch': 0.76}
{'loss': 1.1027, 'grad_norm': 0.6781574487686157, 'learning_rate': 7.94908263404921e-06, 'epoch': 0.76}
{'loss': 1.1031, 'grad_norm': 0.6959072947502136, 'learning_rate': 7.8424121746551e-06, 'epoch': 0.76}
{'loss': 1.1026, 'grad_norm': 0.7316865921020508, 'learning_rate': 7.735741715260987e-06, 'epoch': 0.77}
{'loss': 1.1013, 'grad_norm': 0.6965745091438293, 'learning_rate': 7.629071255866876e-06, 'epoch': 0.77}
{'loss': 1.103, 'grad_norm': 0.6642581224441528, 'learning_rate': 7.522400796472763e-06, 'epoch': 0.77}
{'loss': 1.103, 'grad_norm': 0.6885186433792114, 'learning_rate': 7.4157303370786515e-06, 'epoch': 0.78}
{'loss': 1.1034, 'grad_norm': 0.6901653409004211, 'learning_rate': 7.30905987768454e-06, 'epoch': 0.78}
{'loss': 1.1026, 'grad_norm': 0.6734927892684937, 'learning_rate': 7.2023894182904275e-06, 'epoch': 0.78}
{'loss': 1.1026, 'grad_norm': 0.6228634119033813, 'learning_rate': 7.095718958896317e-06, 'epoch': 0.79}
{'loss': 1.103, 'grad_norm': 0.6831088066101074, 'learning_rate': 6.989048499502205e-06, 'epoch': 0.79}
{'loss': 1.1033, 'grad_norm': 0.6740241646766663, 'learning_rate': 6.882378040108093e-06, 'epoch': 0.79}
{'loss': 1.1034, 'grad_norm': 0.7061712741851807, 'learning_rate': 6.775707580713981e-06, 'epoch': 0.8}
{'loss': 1.103, 'grad_norm': 0.7232713103294373, 'learning_rate': 6.669037121319869e-06, 'epoch': 0.8}
{'loss': 1.1029, 'grad_norm': 0.684594988822937, 'learning_rate': 6.562366661925757e-06, 'epoch': 0.8}
{'loss': 1.1011, 'grad_norm': 0.659196674823761, 'learning_rate': 6.455696202531646e-06, 'epoch': 0.81}
{'loss': 1.1038, 'grad_norm': 0.6414739489555359, 'learning_rate': 6.349025743137534e-06, 'epoch': 0.81}
{'loss': 1.1021, 'grad_norm': 0.6234561800956726, 'learning_rate': 6.2423552837434224e-06, 'epoch': 0.81}
{'loss': 1.1026, 'grad_norm': 0.6370189189910889, 'learning_rate': 6.13568482434931e-06, 'epoch': 0.82}
{'loss': 1.1034, 'grad_norm': 0.6319787502288818, 'learning_rate': 6.0290143649551984e-06, 'epoch': 0.82}
{'loss': 1.1036, 'grad_norm': 0.6759626269340515, 'learning_rate': 5.922343905561087e-06, 'epoch': 0.82}
{'loss': 1.1022, 'grad_norm': 0.6894092559814453, 'learning_rate': 5.8156734461669744e-06, 'epoch': 0.83}
{'loss': 1.1023, 'grad_norm': 0.6284382939338684, 'learning_rate': 5.709002986772863e-06, 'epoch': 0.83}
{'loss': 1.1025, 'grad_norm': 0.6752578020095825, 'learning_rate': 5.602332527378752e-06, 'epoch': 0.83}
{'loss': 1.1031, 'grad_norm': 0.6216623783111572, 'learning_rate': 5.49566206798464e-06, 'epoch': 0.84}
{'loss': 1.1017, 'grad_norm': 0.6522189974784851, 'learning_rate': 5.388991608590528e-06, 'epoch': 0.84}
{'loss': 1.1033, 'grad_norm': 0.653374433517456, 'learning_rate': 5.282321149196416e-06, 'epoch': 0.84}
{'loss': 1.1041, 'grad_norm': 0.6247013211250305, 'learning_rate': 5.175650689802304e-06, 'epoch': 0.84}
{'loss': 1.1025, 'grad_norm': 0.6474596858024597, 'learning_rate': 5.0689802304081925e-06, 'epoch': 0.85}
{'loss': 1.1023, 'grad_norm': 0.6298407316207886, 'learning_rate': 4.96230977101408e-06, 'epoch': 0.85}
{'loss': 1.1021, 'grad_norm': 0.688625156879425, 'learning_rate': 4.855639311619969e-06, 'epoch': 0.85}
{'loss': 1.1016, 'grad_norm': 0.6557338833808899, 'learning_rate': 4.748968852225857e-06, 'epoch': 0.86}
{'loss': 1.1029, 'grad_norm': 0.6414517164230347, 'learning_rate': 4.642298392831745e-06, 'epoch': 0.86}
{'loss': 1.1044, 'grad_norm': 0.630370557308197, 'learning_rate': 4.535627933437634e-06, 'epoch': 0.86}
{'loss': 1.102, 'grad_norm': 0.6273031234741211, 'learning_rate': 4.428957474043521e-06, 'epoch': 0.87}
{'loss': 1.1013, 'grad_norm': 0.6339876651763916, 'learning_rate': 4.32228701464941e-06, 'epoch': 0.87}
{'loss': 1.1031, 'grad_norm': 0.618077278137207, 'learning_rate': 4.215616555255297e-06, 'epoch': 0.87}
{'loss': 1.1023, 'grad_norm': 0.6504179835319519, 'learning_rate': 4.108946095861187e-06, 'epoch': 0.88}
{'loss': 1.1024, 'grad_norm': 0.6773763298988342, 'learning_rate': 4.002275636467075e-06, 'epoch': 0.88}
{'loss': 1.1021, 'grad_norm': 0.7009262442588806, 'learning_rate': 3.895605177072963e-06, 'epoch': 0.88}
{'loss': 1.1019, 'grad_norm': 0.6296685934066772, 'learning_rate': 3.788934717678851e-06, 'epoch': 0.89}
{'loss': 1.1028, 'grad_norm': 0.6587467789649963, 'learning_rate': 3.682264258284739e-06, 'epoch': 0.89}
{'loss': 1.103, 'grad_norm': 0.6580653786659241, 'learning_rate': 3.5755937988906275e-06, 'epoch': 0.89}
{'loss': 1.1029, 'grad_norm': 0.6430307030677795, 'learning_rate': 3.4689233394965155e-06, 'epoch': 0.9}
{'loss': 1.1025, 'grad_norm': 0.6708359718322754, 'learning_rate': 3.3622528801024035e-06, 'epoch': 0.9}
{'loss': 1.1033, 'grad_norm': 0.6540960073471069, 'learning_rate': 3.255582420708292e-06, 'epoch': 0.9}
{'loss': 1.1029, 'grad_norm': 0.6306107640266418, 'learning_rate': 3.1489119613141803e-06, 'epoch': 0.91}
{'loss': 1.1021, 'grad_norm': 0.644798755645752, 'learning_rate': 3.0422415019200683e-06, 'epoch': 0.91}
{'loss': 1.1032, 'grad_norm': 0.6355723142623901, 'learning_rate': 2.9355710425259563e-06, 'epoch': 0.91}
{'loss': 1.1023, 'grad_norm': 0.6572453379631042, 'learning_rate': 2.8289005831318447e-06, 'epoch': 0.92}
{'loss': 1.1023, 'grad_norm': 0.6037740111351013, 'learning_rate': 2.722230123737733e-06, 'epoch': 0.92}
{'loss': 1.1027, 'grad_norm': 0.6404698491096497, 'learning_rate': 2.615559664343621e-06, 'epoch': 0.92}
{'loss': 1.1025, 'grad_norm': 0.6538533568382263, 'learning_rate': 2.508889204949509e-06, 'epoch': 0.92}
{'loss': 1.1001, 'grad_norm': 0.6728377342224121, 'learning_rate': 2.4022187455553976e-06, 'epoch': 0.93}
{'loss': 1.1021, 'grad_norm': 0.6725565791130066, 'learning_rate': 2.2955482861612856e-06, 'epoch': 0.93}
{'loss': 1.1032, 'grad_norm': 0.6922650933265686, 'learning_rate': 2.188877826767174e-06, 'epoch': 0.93}
{'loss': 1.1009, 'grad_norm': 0.6560074687004089, 'learning_rate': 2.0822073673730624e-06, 'epoch': 0.94}
{'loss': 1.1027, 'grad_norm': 0.6235531568527222, 'learning_rate': 1.9755369079789504e-06, 'epoch': 0.94}
{'loss': 1.1015, 'grad_norm': 0.6389283537864685, 'learning_rate': 1.8688664485848386e-06, 'epoch': 0.94}
{'loss': 1.1014, 'grad_norm': 0.6357381343841553, 'learning_rate': 1.7621959891907268e-06, 'epoch': 0.95}
{'loss': 1.1015, 'grad_norm': 0.71837317943573, 'learning_rate': 1.655525529796615e-06, 'epoch': 0.95}
{'loss': 1.102, 'grad_norm': 0.649239182472229, 'learning_rate': 1.5488550704025033e-06, 'epoch': 0.95}
{'loss': 1.102, 'grad_norm': 0.6505915522575378, 'learning_rate': 1.4421846110083915e-06, 'epoch': 0.96}
{'loss': 1.1028, 'grad_norm': 0.6073763370513916, 'learning_rate': 1.3355141516142797e-06, 'epoch': 0.96}
{'loss': 1.1013, 'grad_norm': 0.6448071599006653, 'learning_rate': 1.2288436922201679e-06, 'epoch': 0.96}
{'loss': 1.1008, 'grad_norm': 0.6817870140075684, 'learning_rate': 1.122173232826056e-06, 'epoch': 0.97}
{'loss': 1.1023, 'grad_norm': 0.6462270617485046, 'learning_rate': 1.0155027734319443e-06, 'epoch': 0.97}
{'loss': 1.1021, 'grad_norm': 0.7101749777793884, 'learning_rate': 9.088323140378325e-07, 'epoch': 0.97}
{'loss': 1.1018, 'grad_norm': 0.6552795171737671, 'learning_rate': 8.021618546437207e-07, 'epoch': 0.98}
{'loss': 1.1014, 'grad_norm': 0.6201248168945312, 'learning_rate': 6.954913952496088e-07, 'epoch': 0.98}
{'loss': 1.1018, 'grad_norm': 0.6416963934898376, 'learning_rate': 5.88820935855497e-07, 'epoch': 0.98}
{'loss': 1.1028, 'grad_norm': 0.7028390169143677, 'learning_rate': 4.821504764613854e-07, 'epoch': 0.99}
{'loss': 1.1031, 'grad_norm': 0.656745195388794, 'learning_rate': 3.754800170672735e-07, 'epoch': 0.99}
{'loss': 1.1022, 'grad_norm': 0.7088614106178284, 'learning_rate': 2.688095576731617e-07, 'epoch': 0.99}
{'loss': 1.103, 'grad_norm': 0.637997567653656, 'learning_rate': 1.6213909827904993e-07, 'epoch': 1.0}
{'loss': 1.1028, 'grad_norm': 0.6581416130065918, 'learning_rate': 5.546863888493814e-08, 'epoch': 1.0}
{'train_runtime': 2176.2679, 'train_samples_per_second': 459.502, 'train_steps_per_second': 7.18, 'train_loss': 1.1083470233154298, 'epoch': 1.0}
